"datetime","Fuel Type","Volume"
2022-01-02 17:00:00,"ENERGY STORAGE",-0.171444731818305
2022-01-02 17:00:00,"GAS",7719.0014890539
2022-01-02 17:00:00,"HYDRO",175.055744607581
2022-01-02 17:00:00,"OTHER",264.405229578548
2022-01-02 17:00:00,"SOLAR",0
2022-01-02 17:00:00,"WIND",1433.2375083953
2022-01-02 18:00:00,"COAL",1676.07209416707
2022-01-02 18:00:00,"DUAL FUEL",77.5332319937812
2022-01-02 18:00:00,"ENERGY STORAGE",-0.0901114548577203
2022-01-02 18:00:00,"GAS",8185.35857117921
2022-01-02 18:00:00,"HYDRO",163.003986181617
2022-01-02 18:00:00,"OTHER",279.02537101984
2022-01-02 18:00:00,"SOLAR",0
2022-01-02 18:00:00,"WIND",986.955630264266
2022-01-02 19:00:00,"COAL",1677.27564731174
2022-01-02 19:00:00,"DUAL FUEL",77.3602660369873
2022-01-02 19:00:00,"ENERGY STORAGE",-0.0894447856479221
2022-01-02 19:00:00,"GAS",8106.65387274901
2022-01-02 19:00:00,"HYDRO",177.114122862154
2022-01-02 19:00:00,"OTHER",282.360601336691
2022-01-02 19:00:00,"SOLAR",0
2022-01-02 19:00:00,"WIND",836.823974173847
2022-01-02 20:00:00,"COAL",1675.18031960381
2022-01-02 20:00:00,"DUAL FUEL",77.4821759033203
2022-01-02 20:00:00,"ENERGY STORAGE",-0.0850558800167508
2022-01-02 20:00:00,"GAS",8158.61269261652
2022-01-02 20:00:00,"HYDRO",164.707745445536
2022-01-02 20:00:00,"OTHER",288.232648513847
2022-01-02 20:00:00,"SOLAR",0
2022-01-02 20:00:00,"WIND",666.44647245023
2022-01-02 21:00:00,"COAL",1676.21637120565
2022-01-02 21:00:00,"DUAL FUEL",77.1811800850762
2022-01-02 21:00:00,"ENERGY STORAGE",-0.101611498726739
2022-01-02 21:00:00,"GAS",7945.06060609089
2022-01-02 21:00:00,"HYDRO",133.787657281028
2022-01-02 21:00:00,"OTHER",273.377699974378
2022-01-02 21:00:00,"SOLAR",0
2022-01-02 21:00:00,"WIND",657.635204551419
2022-01-02 22:00:00,"COAL",1674.73587200589
2022-01-02 22:00:00,"DUAL FUEL",77.6540547180176
2022-01-02 22:00:00,"ENERGY STORAGE",-0.100944829516941
2022-01-02 22:00:00,"GAS",7961.74915654606
2022-01-02 22:00:00,"HYDRO",148.740742688013
2022-01-02 22:00:00,"OTHER",279.527754984962
2022-01-02 22:00:00,"SOLAR",0
2022-01-02 22:00:00,"WIND",489.643923876203
2022-01-02 23:00:00,"COAL",1675.77920759413
2022-01-02 23:00:00,"DUAL FUEL",76.6353085835775
2022-01-02 23:00:00,"ENERGY STORAGE",-0.0970003700256348
2022-01-02 23:00:00,"GAS",7701.70051021132
2022-01-02 23:00:00,"HYDRO",125.427700075524
2022-01-02 23:00:00,"OTHER",283.300091718038
2022-01-02 23:00:00,"SOLAR",0
2022-01-02 23:00:00,"WIND",459.933051764551
2022-01-03 00:00:00,"COAL",1675.59014662001
2022-01-03 00:00:00,"DUAL FUEL",76.5135419633653
2022-01-03 00:00:00,"ENERGY STORAGE",-0.461055468453301
2022-01-03 00:00:00,"GAS",7559.02809970246
2022-01-03 00:00:00,"HYDRO",134.547018500831
2022-01-03 00:00:00,"OTHER",286.259219936
2022-01-03 00:00:00,"SOLAR",0
2022-01-03 00:00:00,"WIND",373.969305471207
2022-01-03 01:00:00,"COAL",1675.4666488817
2022-01-03 01:00:00,"DUAL FUEL",76.6892137230767
2022-01-03 01:00:00,"ENERGY STORAGE",-0.499722226460775
2022-01-03 01:00:00,"GAS",7450.07199527052
2022-01-03 01:00:00,"HYDRO",120.864953667853
2022-01-03 01:00:00,"OTHER",287.247629405393
2022-01-03 01:00:00,"SOLAR",0
2022-01-03 01:00:00,"WIND",328.333459062907
2022-01-03 02:00:00,"COAL",1676.68242736816
2022-01-03 02:00:00,"DUAL FUEL",54.8029089185927
2022-01-03 02:00:00,"ENERGY STORAGE",-0.500499992370605
2022-01-03 02:00:00,"GAS",7384.00758109649
2022-01-03 02:00:00,"HYDRO",106.986872444285
2022-01-03 02:00:00,"OTHER",290.431363995605
2022-01-03 02:00:00,"SOLAR",0
2022-01-03 02:00:00,"WIND",316.279238912877
2022-01-03 03:00:00,"COAL",1674.23209187826
2022-01-03 03:00:00,"DUAL FUEL",50.9507361857096
2022-01-03 03:00:00,"ENERGY STORAGE",-2.23411098586188
2022-01-03 03:00:00,"GAS",7383.13907450517
2022-01-03 03:00:00,"HYDRO",159.899808297488
2022-01-03 03:00:00,"OTHER",291.676307051712
2022-01-03 03:00:00,"SOLAR",0
2022-01-03 03:00:00,"WIND",263.409446242187
2022-01-03 04:00:00,"COAL",1673.41103547838
2022-01-03 04:00:00,"DUAL FUEL",80.0888301467895
2022-01-03 04:00:00,"ENERGY STORAGE",-2.44044405831231
2022-01-03 04:00:00,"GAS",7545.95778560907
2022-01-03 04:00:00,"HYDRO",103.8633246143
2022-01-03 04:00:00,"OTHER",287.588250057962
2022-01-03 04:00:00,"SOLAR",0
2022-01-03 04:00:00,"WIND",216.880532014436
2022-01-03 05:00:00,"COAL",1673.93087229411
2022-01-03 05:00:00,"DUAL FUEL",78.6114729012383
2022-01-03 05:00:00,"ENERGY STORAGE",-1.57005542225308
2022-01-03 05:00:00,"GAS",7621.9821840077
2022-01-03 05:00:00,"HYDRO",122.69099788785
2022-01-03 05:00:00,"OTHER",286.833244503869
2022-01-03 05:00:00,"SOLAR",0
2022-01-03 05:00:00,"WIND",211.131830743808
2022-01-03 06:00:00,"COAL",1674.13081782023
2022-01-03 06:00:00,"DUAL FUEL",78.6635306464301
2022-01-03 06:00:00,"ENERGY STORAGE",-0.415111308627658
2022-01-03 06:00:00,"GAS",7697.57911084043
2022-01-03 06:00:00,"HYDRO",132.737777735674
2022-01-03 06:00:00,"OTHER",287.128206835058
2022-01-03 06:00:00,"SOLAR",0
2022-01-03 06:00:00,"WIND",199.890141603351
2022-01-03 07:00:00,"COAL",1674.2486445109
2022-01-03 07:00:00,"DUAL FUEL",79.3348576270209
2022-01-03 07:00:00,"ENERGY STORAGE",-0.346055420769586
2022-01-03 07:00:00,"GAS",7681.83064817044
2022-01-03 07:00:00,"HYDRO",164.661579801705
2022-01-03 07:00:00,"OTHER",288.212219145033
2022-01-03 07:00:00,"SOLAR",0
2022-01-03 07:00:00,"WIND",171.308408789784
2022-01-03 08:00:00,"COAL",1674.65776265462
2022-01-03 08:00:00,"DUAL FUEL",80.0628414959378
2022-01-03 08:00:00,"ENERGY STORAGE",-0.35827765888638
2022-01-03 08:00:00,"GAS",7919.53188442091
2022-01-03 08:00:00,"HYDRO",163.967476392256
2022-01-03 08:00:00,"OTHER",287.205961437225
2022-01-03 08:00:00,"SOLAR",1.54822215624981
2022-01-03 08:00:00,"WIND",166.382115219078
2022-01-03 09:00:00,"COAL",1674.30509045071
2022-01-03 09:00:00,"DUAL FUEL",80.5589761988322
2022-01-03 09:00:00,"ENERGY STORAGE",-0.0288333151075575
2022-01-03 09:00:00,"GAS",8268.28099662205
2022-01-03 09:00:00,"HYDRO",124.627629558775
2022-01-03 09:00:00,"OTHER",289.419260434575
2022-01-03 09:00:00,"SOLAR",15.8516108292507
2022-01-03 09:00:00,"WIND",133.066404328222
2022-01-03 10:00:00,"COAL",1674.49815024482
2022-01-03 10:00:00,"DUAL FUEL",80.5790254762438
2022-01-03 10:00:00,"ENERGY STORAGE",0
2022-01-03 10:00:00,"GAS",8361.38861162626
2022-01-03 10:00:00,"HYDRO",155.49766777575
2022-01-03 10:00:00,"OTHER",294.327797203064
2022-01-03 10:00:00,"SOLAR",27.8543882222308
2022-01-03 10:00:00,"WIND",131.228855778525
2022-01-03 11:00:00,"COAL",1675.02237091064
2022-01-03 11:00:00,"DUAL FUEL",80.5767539893256
2022-01-03 11:00:00,"ENERGY STORAGE",0
2022-01-03 11:00:00,"GAS",8290.8572505794
2022-01-03 11:00:00,"HYDRO",137.70713711679
2022-01-03 11:00:00,"OTHER",291.267548307843
2022-01-03 11:00:00,"SOLAR",51.8025545278854
2022-01-03 11:00:00,"WIND",166.658518736346
2022-01-03 12:00:00,"COAL",1675.14354047987
2022-01-03 12:00:00,"DUAL FUEL",80.5238002141317
2022-01-03 12:00:00,"ENERGY STORAGE",0
2022-01-03 12:00:00,"GAS",8324.30465397832
2022-01-03 12:00:00,"HYDRO",157.577881155676
2022-01-03 12:00:00,"OTHER",292.357148038546
2022-01-03 12:00:00,"SOLAR",78.3544984449943
2022-01-03 12:00:00,"WIND",190.539144597062
2022-01-03 13:00:00,"COAL",1674.02553795709
2022-01-03 13:00:00,"DUAL FUEL",80.3753531858656
2022-01-03 13:00:00,"ENERGY STORAGE",0
2022-01-03 13:00:00,"GAS",8297.43292431248
2022-01-03 13:00:00,"HYDRO",149.358829599685
2022-01-03 13:00:00,"OTHER",294.948897132609
2022-01-03 13:00:00,"SOLAR",74.4223321181867
2022-01-03 13:00:00,"WIND",217.939949549859
2022-01-03 14:00:00,"COAL",1674.70609302097
2022-01-03 14:00:00,"DUAL FUEL",80.4777487013075
2022-01-03 14:00:00,"ENERGY STORAGE",0
2022-01-03 14:00:00,"GAS",8218.65599878517
2022-01-03 14:00:00,"HYDRO",122.777957028151
2022-01-03 14:00:00,"OTHER",293.803807521661
2022-01-03 14:00:00,"SOLAR",38.4648881349464
2022-01-03 14:00:00,"WIND",329.897800055941
2022-01-03 15:00:00,"COAL",1673.91092831082
2022-01-03 15:00:00,"DUAL FUEL",80.2225969399346
2022-01-03 15:00:00,"ENERGY STORAGE",0
2022-01-03 15:00:00,"GAS",8039.74507293953
